WMOINDEX,STATION NAME,YEAR,MTH,DAY,HOUR,SLP,MSLP,DRY,WET,DEWPT,RH,VIS,VISCODE,WX,DIR,SPEED,DUR,RAIN,SUN,CLOUD,AMT1,TYPE1,HEIGHT1,AMT2,TYPE2,HEIGHT2,AMT3,TYPE3,HEIGHT3,AMT4,TYPE4,HEIGHT4,AMT5,TYPE5,HEIGHT5,AMT6,TYPE6,HEIGHT6,SOLAR
48603,Alor Setar,2025,10,2,8,1011.1,1011.7,23.7,23.1,22.9,95.4,9000,59,10,0.6,90,0,0,,7,1,7,12,1,8,18,1,3,64,7,0,78,,,,,,,0.14
48603,Alor Setar,2025,10,2,9,1011.6,1012.2,25.9,24.5,24.1,88.4,10000,60,5,1,220,0,0,,7,1,8,18,1,3,64,7,0,78,,,,,,,,,,0.87
48603,Alor Setar,2025,10,2,10,1012.1,1012.7,27.9,25,24.1,78,10000,60,5,0.9,320,0,0,,7,1,8,20,1,3,64,7,0,78,,,,,,,,,,1.77
48603,Alor Setar,2025,10,2,11,1012.2,1012.8,30,25.2,23.7,66.8,12000,62,5,0.8,260,0,0,,7,2,8,20,1,3,64,7,0,78,,,,,,,,,,2.46
48603,Alor Setar,2025,10,2,12,1011.8,1012.4,31.6,26.2,24.6,63.9,12000,62,5,1.8,270,0,0,,7,2,8,20,1,3,64,7,0,78,,,,,,,,,,3.06
48603,Alor Setar,2025,10,2,13,1010.9,1011.5,32.5,26.3,24.5,59.9,12000,62,5,1.8,290,0,0,,7,3,8,20,1,3,64,7,0,78,,,,,,,,,,3.25
48603,Alor Setar,2025,10,2,14,1009.3,1009.9,33,26,23.9,55.7,12000,62,5,2.6,290,0,0,,7,1,9,17,3,8,20,1,3,64,7,0,78,,,,,,,3.02
48603,Alor Setar,2025,10,2,15,1008.3,1008.9,30.6,26.3,25,69.7,8000,58,95,1.7,140,20,3.8,,7,1,9,17,3,8,18,1,3,64,7,0,77,,,,,,,1.55
48603,Alor Setar,2025,10,2,16,1007.5,1008.1,27.7,25.6,25,83.9,10000,60,95,3.3,220,60,0.01,,7,1,9,17,1,8,18,3,6,26,4,3,64,7,0,77,,,,0.36
48603,Alor Setar,2025,10,2,17,1007.8,1008.4,29,26.1,25.3,79,9000,59,95,1.5,310,60,0.01,,7,1,9,17,1,8,18,3,6,26,4,3,64,7,0,77,,,,1
48603,Alor Setar,2025,10,2,18,1007.9,1008.5,24.3,23.6,23.4,94.4,9000,59,95,0.3,340,60,16.4,,7,1,9,17,3,6,26,4,3,64,7,2,75,,,,,,,0.15
48603,Alor Setar,2025,10,2,19,1008.3,1008.9,24.9,24.1,23.8,93.3,10000,60,29,0,0,50,0.01,,7,1,9,17,3,6,28,3,3,64,7,0,77,,,,,,,0.22
48603,Alor Setar,2025,10,2,20,1009.6,1010.2,24.9,24.1,23.8,93.1,9000,59,5,1.3,70,0,0,,7,3,6,28,3,3,64,7,0,77,,,,,,,,,,
48603,Alor Setar,2025,10,2,21,1010.5,1011.1,25.1,24.3,24,93,9000,59,5,1.1,80,0,0,,7,3,6,28,4,3,64,7,0,77,,,,,,,,,,
48603,Alor Setar,2025,10,2,22,1011.1,1011.7,25,24.3,24.1,94.1,9000,59,5,0.8,40,0,0,,7,3,6,28,4,3,64,7,0,78,,,,,,,,,,
48603,Alor Setar,2025,10,2,23,1011.5,1012.1,25.1,24.4,24.2,93.8,9000,59,5,0.9,320,0,0,,7,3,6,28,4,3,64,7,0,77,,,,,,,,,,
48603,Alor Setar,2025,10,2,24,1011.5,1012.1,24.9,24.2,24,94.7,9000,59,13,0,0,0,0,,7,1,9,17,2,6,28,3,3,64,7,0,78,,,,,,,
48603,Alor Setar,2025,10,3,1,1011.1,1011.7,24.6,24.1,23.9,95.8,9000,59,13,0.7,50,0,0,,7,1,7,12,1,9,17,2,6,28,2,3,64,7,0,78,,,,
48603,Alor Setar,2025,10,3,2,1010.4,1011,24.4,23.8,23.6,95.2,9000,59,13,0,0,0,0,,7,1,7,12,1,9,17,2,6,28,2,3,64,7,0,78,,,,
48603,Alor Setar,2025,10,3,3,1010.2,1010.8,24.2,23.7,23.5,95.7,8000,58,10,0,0,0,0,,7,1,7,10,2,6,28,2,3,64,7,0,78,,,,,,,
48603,Alor Setar,2025,10,3,4,1009.9,1010.5,24,23.6,23.5,96.5,6000,56,10,0.3,80,0,0,,7,1,7,8,2,6,28,2,3,64,7,0,78,,,,,,,
48603,Alor Setar,2025,10,3,5,1009.8,1010.4,23.9,23.5,23.4,96.7,4000,40,10,0,0,0,0,,7,1,7,6,2,6,28,2,3,64,7,0,78,,,,,,,
48603,Alor Setar,2025,10,3,6,1009.8,1010.4,23.7,23.2,23,95.7,6000,56,10,0.7,100,0,0,,7,1,7,10,2,6,28,2,3,64,7,0,78,,,,,,,
48603,Alor Setar,2025,10,3,7,1010.9,1011.5,23.8,23.3,23.1,95.9,8000,58,10,0.8,130,0,0,,7,1,7,10,1,9,17,2,6,28,3,3,64,7,0,78,,,,0
48603,Alor Setar,2025,10,3,8,1011.4,1012,24.4,23.7,23.5,94.2,10000,60,5,0,0,0,0,,7,1,7,10,1,8,20,2,3,64,7,0,78,,,,,,,0.17
48603,Alor Setar,2025,10,3,9,1012.3,1012.9,26.4,24.5,23.9,85,10000,60,5,1.2,130,0,0,,7,1,8,20,1,3,64,7,0,78,,,,,,,,,,0.84
48603,Alor Setar,2025,10,3,10,1012.7,1013.3,28.4,25.8,25,80.3,10000,60,5,0.8,210,0,0,,7,1,8,20,1,3,64,7,0,78,,,,,,,,,,1.69
48603,Alor Setar,2025,10,3,11,1012.8,1013.4,29.4,25.6,24.5,72.7,12000,62,5,0.9,170,0,0,,7,3,8,20,1,3,64,7,0,78,,,,,,,,,,1.86
48603,Alor Setar,2025,10,3,12,1012,1012.6,30.4,26,24.7,69.3,12000,62,5,1.2,200,0,0,,7,3,8,20,1,3,64,7,0,78,,,,,,,,,,2.55
48603,Alor Setar,2025,10,3,13,1011.3,1011.9,31.2,26.5,25.2,67.8,12000,62,5,2,230,0,0,,7,1,9,17,3,8,20,1,3,64,7,0,78,,,,,,,2.51
48603,Alor Setar,2025,10,3,14,1010.1,1010.7,31.1,26.4,25.1,68.1,13000,63,80,5.1,240,30,0.01,,7,1,9,17,3,8,20,3,3,64,7,0,78,,,,,,,1.72
48603,Alor Setar,2025,10,3,15,1009.4,1010,30.4,26.6,25.6,73.6,13000,63,25,6.4,260,40,0.01,,7,1,9,17,3,8,20,3,3,64,7,0,78,,,,,,,1.75
48603,Alor Setar,2025,10,3,16,1008.7,1009.3,29.7,26.2,25.2,74.7,11000,61,15,8,260,0,0,,7,1,9,17,3,8,20,3,3,64,7,0,78,,,,,,,1.53
48603,Alor Setar,2025,10,3,17,1008.6,1009.2,26.8,24.7,24,83.8,9000,59,95,0.9,240,10,0.01,,7,3,9,17,2,8,20,3,3,64,7,0,78,,,,,,,0.41
48603,Alor Setar,2025,10,3,18,1009.4,1010,24.1,23.5,23.3,95,1500,15,92,4.4,320,60,29.2,,7,1,7,7,2,9,17,2,6,25,4,3,64,7,2,75,,,,0
48603,Alor Setar,2025,10,3,19,1010.8,1011.4,24.3,24,23.9,97,2000,20,92,3.6,300,60,81.6,,8,1,7,5,4,6,25,4,3,64,8,2,75,,,,,,,0
48603,Alor Setar,2025,10,3,20,1011.8,1012.4,24.2,23.7,23.6,96,-9,-9,-9,1.5,290,35,8,,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,,,,
48603,Alor Setar,2025,10,3,21,1013.1,1013.7,24.1,23.7,23.6,96.6,-9,-9,-9,1,290,31,6.2,,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,,,,
48603,Alor Setar,2025,10,3,22,1014.2,1014.8,24.1,23.6,23.5,96.1,-9,-9,-9,1.5,130,25,5,,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,,,,
48603,Alor Setar,2025,10,3,23,1014.4,1015,24,23.6,23.5,96.5,-9,-9,-9,1.9,140,14,2.8,,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,,,,
48603,Alor Setar,2025,10,3,24,1014.4,1015,23.5,23,22.8,95.6,-9,-9,-9,1.5,130,5,1,,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,,,,
48603,Alor Setar,2025,10,4,1,1013.7,1014.3,23.4,22.9,22.7,95.6,-9,-9,-9,0.7,110,0,0,,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,,,,
48603,Alor Setar,2025,10,4,2,1012.7,1013.3,23.3,22.9,22.7,96.1,-9,-9,-9,0.4,110,2,0.4,,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,,,,
48603,Alor Setar,2025,10,4,3,1011.6,1012.2,23.2,22.8,22.7,96.2,-9,-9,-9,0.9,80,1,0.2,,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,,,,
48603,Alor Setar,2025,10,4,4,1010.7,1011.3,23.2,22.7,22.5,95.6,-9,-9,-9,1,90,0,0,,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,,,,
48603,Alor Setar,2025,10,4,5,1011,1011.6,23.2,22.6,22.4,94.8,-9,-9,-9,1.4,140,1,0.2,,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,,,,
48603,Alor Setar,2025,10,4,6,1011.9,1012.5,23.1,22.6,22.4,95.6,-9,-9,-9,0,0,0,0,,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,,,,
48603,Alor Setar,2025,10,4,7,1012.3,1012.9,23.2,22.7,22.6,95.9,-9,-9,-9,0.9,160,0,0,,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,,,,0
48603,Alor Setar,2025,10,4,8,1012.5,1013.1,24,23.3,23,94,-9,-9,-9,1.6,140,0,0,,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,,,,0.2
48603,Alor Setar,2025,10,4,9,1013,1013.6,25.5,24,23.5,87.6,-9,-9,-9,2.1,130,0,0,,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,,,,0.96
48603,Alor Setar,2025,10,4,10,1013.4,1014,27.8,25,24.2,79,-9,-9,-9,2.5,160,0,0,,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,,,,1.85
48603,Alor Setar,2025,10,4,11,1012.6,1013.2,29,25.4,24.3,73.7,-9,-9,-9,2,160,0,0,,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,-1,-1,,,,,2.47
48603,Alor Setar,2025,10,4,12,1011.6,1012.2,30.4,26,24.7,68.8,18000,68,2,0.8,280,0,0,,6,2,8,18,2,3,64,6,0,78,,,,,,,,,,2.88
48603,Alor Setar,2025,10,4,13,1010.6,1011.2,31.4,25.7,23.9,62,18000,68,2,2.1,280,0,0,,6,2,8,18,2,3,64,6,0,78,,,,,,,,,,2.88
48603,Alor Setar,2025,10,4,14,1009.8,1010.4,32.1,26.5,24.9,63.1,12000,62,5,2.8,270,0,0,,7,2,8,20,3,3,64,7,0,78,,,,,,,,,,3.42
48603,Alor Setar,2025,10,4,15,1009,1009.6,31.9,26,24.2,61,12000,62,5,2.9,290,0,0,,7,2,8,20,3,3,64,7,0,78,,,,,,,,,,2.9
48603,Alor Setar,2025,10,4,16,1008.6,1009.2,32.4,26.3,24.5,60,12000,62,5,2.5,260,0,0,,7,2,8,20,3,3,64,7,0,78,,,,,,,,,,2.34
48603,Alor Setar,2025,10,4,17,1008.3,1008.9,31.8,26.2,24.6,62.6,12000,62,5,3.4,250,0,0,,7,2,8,20,1,6,28,3,3,64,7,0,78,,,,,,,2.1
48603,Alor Setar,2025,10,4,18,1008.7,1009.3,31,26.2,24.8,66.8,12000,62,5,2,250,0,0,,7,1,8,20,1,6,28,3,3,64,7,0,78,,,,,,,1.56
48603,Alor Setar,2025,10,4,19,1008.7,1009.3,29.4,26,25,75.1,10000,60,5,3.5,260,0,0,,7,1,8,20,2,6,28,3,3,64,7,0,78,,,,,,,0.37
48603,Alor Setar,2025,10,4,20,1010.4,1011,28.5,25.7,25,79.4,10000,60,5,2,240,0,0,,7,2,6,28,3,3,64,7,0,78,,,,,,,,,,
48603,Alor Setar,2025,10,4,21,1011.4,1012,28.4,26,25.3,82,10000,60,5,1.9,250,0,0,,7,2,6,28,2,3,64,7,0,78,,,,,,,,,,
48603,Alor Setar,2025,10,4,22,1012.1,1012.7,28.2,26.2,25.6,84.5,10000,60,5,1.2,260,0,0,,7,2,6,28,2,3,64,7,0,78,,,,,,,,,,
48603,Alor Setar,2025,10,4,23,1013.1,1013.7,27.8,26,25.5,86.3,10000,60,5,0.3,270,0,0,,7,2,6,28,2,3,64,7,0,78,,,,,,,,,,
48603,Alor Setar,2025,10,4,24,1012.7,1013.3,27.5,25.8,25.3,86.5,10000,60,5,0,0,0,0,,7,2,6,28,2,3,64,7,0,78,,,,,,,,,,
48603,Alor Setar,2025,10,5,1,1012.1,1012.7,27.3,25.7,25.2,87.6,10000,60,5,0,0,0,0,,7,2,6,28,2,3,64,7,0,78,,,,,,,,,,
48603,Alor Setar,2025,10,5,2,1011.7,1012.3,27.1,25.7,25.3,88.6,10000,60,5,0.5,90,0,0,,7,2,6,28,2,3,64,7,0,78,,,,,,,,,,
48603,Alor Setar,2025,10,5,3,1011.6,1012.2,26.8,25.3,24.9,88.6,10000,60,5,1.8,130,0,0,,7,2,6,28,2,3,64,7,0,78,,,,,,,,,,
48603,Alor Setar,2025,10,5,4,1011.7,1012.3,26.4,25.1,24.7,89.6,10000,60,5,1,120,0,0,,7,2,6,28,2,3,64,7,0,78,,,,,,,,,,
48603,Alor Setar,2025,10,5,5,1011.5,1012.1,26.1,25.1,24.7,91.2,10000,60,5,0,0,0,0,,7,2,6,28,2,3,64,7,0,78,,,,,,,,,,
48603,Alor Setar,2025,10,5,6,1011.8,1012.4,26.1,24.9,24.5,90.2,10000,60,5,2,240,0,0,,7,2,6,28,2,3,64,7,0,78,,,,,,,,,,
48603,Alor Setar,2025,10,5,7,1011.8,1012.4,23.8,22.8,22.4,91.6,9000,59,91,1.7,100,45,8.2,,7,1,7,10,1,9,16,3,6,25,3,3,64,7,0,77,,,,0
48603,Alor Setar,2025,10,5,8,1012.6,1013.2,23.9,23.3,23.1,94.6,9000,59,29,0,0,50,0.2,,7,1,7,10,1,8,18,3,6,27,3,3,64,7,0,77,,,,0.04
48603,Alor Setar,2025,10,5,9,1013.1,1013.7,24.8,23.7,23.3,90.6,10000,60,5,0.4,120,0,0,,7,2,8,20,1,6,28,3,3,64,7,0,78,,,,,,,0.36
48603,Alor Setar,2025,10,5,10,1013.4,1014,26.8,24.2,23.4,80.3,10000,60,5,1.6,110,0,0,,7,2,8,20,1,6,28,3,3,64,7,0,78,,,,,,,0.84
48603,Alor Setar,2025,10,5,11,1013.1,1013.7,29,25.6,24.6,75,10000,60,5,2,140,0,0,,7,2,8,18,1,6,28,3,3,64,7,0,78,,,,,,,1.71
48603,Alor Setar,2025,10,5,12,1012.6,1013.2,30.3,25.8,24.5,68.7,10000,60,5,1,200,0,0,,7,2,8,18,1,6,28,3,3,64,7,0,78,,,,,,,2.34
48603,Alor Setar,2025,10,5,13,1011.7,1012.3,32,27,25.6,66.4,10000,60,5,1.7,220,0,0,,7,2,8,18,1,6,28,3,3,64,7,0,78,,,,,,,3.54
48603,Alor Setar,2025,10,5,14,1010.6,1011.2,32.3,27.4,26.1,67.5,10000,60,5,3.6,270,0,0,,7,2,8,18,3,3,64,7,0,78,,,,,,,,,,2.59
48603,Alor Setar,2025,10,5,15,1009.7,1010.3,31.1,26.6,25.4,69.4,10000,60,5,3.3,280,0,0,,7,2,8,20,2,3,64,7,0,78,,,,,,,,,,2.06
48603,Alor Setar,2025,10,5,16,1008.8,1009.4,31.8,27,25.8,67.9,10000,60,5,3.4,280,0,0,,7,2,8,20,2,3,64,7,0,78,,,,,,,,,,2.6
48603,Alor Setar,2025,10,5,17,1008.6,1009.2,31.5,26.8,25.6,68.5,10000,60,5,3.1,260,0,0,,7,2,8,20,2,3,64,7,0,78,,,,,,,,,,1.94
48603,Alor Setar,2025,10,5,18,1008.7,1009.3,31.3,26.8,25.6,69.1,10000,60,5,3.7,260,0,0,,7,2,8,20,2,3,64,7,0,78,,,,,,,,,,1.53
48603,Alor Setar,2025,10,5,19,1009.2,1009.8,29.9,26.6,25.7,76,10000,60,5,3,260,0,0,,7,1,8,20,1,6,30,1,3,64,7,0,78,,,,,,,0.56
48603,Alor Setar,2025,10,5,20,1010.4,1011,29.1,26.4,25.7,80.2,10000,60,5,1.8,260,0,0,,7,2,6,30,2,3,64,7,0,78,,,,,,,,,,
48603,Alor Setar,2025,10,5,21,1011.1,1011.7,28.4,26.1,25.5,82.5,10000,60,5,0.9,320,0,0,,7,2,6,30,2,3,64,7,0,78,,,,,,,,,,
48603,Alor Setar,2025,10,5,22,1011.9,1012.5,28.3,26.1,25.5,83.6,10000,60,5,0.6,330,0,0,,7,2,6,30,2,3,64,7,0,78,,,,,,,,,,
48603,Alor Setar,2025,10,5,23,1012.4,1013,27.9,26.1,25.6,86.4,10000,60,5,0.9,310,0,0,,7,2,6,30,2,3,64,7,0,78,,,,,,,,,,
48603,Alor Setar,2025,10,5,24,1012.1,1012.7,27.5,25.6,25,85.1,10000,60,5,1,330,0,0,,7,2,6,30,2,3,64,7,0,78,,,,,,,,,,
48603,Alor Setar,2025,10,6,1,1011.7,1012.3,26.9,25.4,25,88.1,9000,59,5,0,0,0,0,,7,2,6,28,3,3,64,7,0,77,,,,,,,,,,
48603,Alor Setar,2025,10,6,2,1011.9,1012.5,26.6,25.5,25.2,90.9,9000,59,5,0,0,0,0,,7,2,6,28,3,3,64,7,0,77,,,,,,,,,,
48603,Alor Setar,2025,10,6,3,1011.3,1011.9,26.3,25.1,24.7,90.5,9000,59,5,0.5,90,0,0,,7,2,6,28,3,3,64,7,0,77,,,,,,,,,,
48603,Alor Setar,2025,10,6,4,1010.6,1011.2,25.8,25,24.8,93.4,9000,59,5,0.3,20,0,0,,7,2,6,28,3,3,64,7,0,77,,,,,,,,,,
48603,Alor Setar,2025,10,6,5,1010.5,1011.1,25.5,24.7,24.5,93.2,9000,59,5,0.9,110,0,0,,7,2,6,28,3,3,64,7,0,77,,,,,,,,,,
48603,Alor Setar,2025,10,6,6,1010.3,1010.9,25.1,24.3,24,93.1,9000,59,5,1,90,0,0,,7,2,6,28,3,3,64,7,0,77,,,,,,,,,,
48603,Alor Setar,2025,10,6,7,1010.7,1011.3,24.8,24.1,23.9,93.9,9000,59,5,0.7,40,0,0,,7,1,8,18,1,6,28,2,3,64,7,0,78,,,,,,,0
48603,Alor Setar,2025,10,6,8,1011.5,1012.1,25.3,24.3,24.1,92.1,10000,60,5,0,0,0,0,,7,1,8,20,1,3,64,7,0,78,,,,,,,,,,0.12
48603,Alor Setar,2025,10,6,9,1012.1,1012.7,27.3,25.4,24.8,84.7,10000,60,5,0.5,140,0,0,,7,1,8,20,1,3,64,7,0,78,,,,,,,,,,0.9
48603,Alor Setar,2025,10,6,10,1012.8,1013.4,29.3,25.9,24.9,75.3,12000,62,5,0.8,300,0,0,,7,2,8,20,1,3,64,7,0,78,,,,,,,,,,1.77
48603,Alor Setar,2025,10,6,11,1013.1,1013.7,30.3,26,24.8,70.1,12000,62,5,2.2,310,0,0,,7,3,8,20,1,3,64,7,0,78,,,,,,,,,,2.17
48603,Alor Setar,2025,10,6,12,1012.6,1013.2,31.2,25.9,24.3,64.4,12000,62,5,2.6,310,0,0,,7,3,8,18,1,3,64,7,0,78,,,,,,,,,,2.79
48603,Alor Setar,2025,10,6,13,1011.6,1012.2,32,26.2,24.5,61.8,12000,62,5,2.8,290,0,0,,7,3,8,18,2,3,64,7,0,78,,,,,,,,,,3.06
48603,Alor Setar,2025,10,6,14,1010.5,1011.1,32.5,26.5,24.8,61.3,12000,62,5,2.9,280,0,0,,7,2,8,20,3,3,64,7,0,78,,,,,,,,,,2.96
48603,Alor Setar,2025,10,6,15,1009.5,1010.1,32.9,26,23.8,55.8,12000,62,5,3.5,280,0,0,,7,2,8,20,3,3,64,7,0,78,,,,,,,,,,2.96
48603,Alor Setar,2025,10,6,16,1008.7,1009.3,33.5,25.9,23.4,52.4,12000,62,5,2.9,280,0,0,,7,2,8,20,3,3,64,7,0,78,,,,,,,,,,2.94
48603,Alor Setar,2025,10,6,17,1008.2,1008.8,32.5,25.8,23.6,56.6,11000,61,5,3.9,290,0,0,,7,1,8,18,3,3,64,7,0,78,,,,,,,,,,2.22
48603,Alor Setar,2025,10,6,18,1008.3,1008.9,30.8,25.8,24.3,65.7,10000,60,5,3,280,0,0,,7,1,8,18,1,6,28,2,3,64,7,0,78,,,,,,,0.9
48603,Alor Setar,2025,10,6,19,1009.5,1010.1,29.7,26.1,25.1,74.4,10000,60,5,2.4,280,0,0,,7,1,8,18,1,6,28,2,3,64,7,0,78,,,,,,,0.31
48603,Alor Setar,2025,10,6,20,1010.2,1010.8,28.8,26.3,25.5,80.9,10000,60,5,1.8,280,0,0,,7,1,8,18,1,6,28,3,3,64,7,0,78,,,,,,,
48603,Alor Setar,2025,10,6,21,1010.7,1011.3,28.2,25.8,25.1,81.7,10000,60,5,1.9,310,0,0,,7,2,6,30,3,3,64,7,0,78,,,,,,,,,,
